Claim_ID,Date_of_Claim,Claim_Amount,Claim_Status,Reason_for_Claim,Policy_ID
CLM88356900,2024-01-11,77716,Pending,Show significant right stock industry leave happy.,POL27562885
CLM82078138,2022-03-23,69092,Approved,Our rise get.,POL16400516
CLM41294714,2020-12-01,65219,Pending,Attorney environment couple way animal size.,POL42233188
CLM43058557,2023-07-03,59300,Denied,Unit without western shoulder bring.,POL26720328
CLM02359394,2024-11-14,94950,Approved,Training serve past recently bag.,POL84977364
CLM25231732,2021-02-25,55703,Pending,Rise bit current coach admit.,POL39957242
CLM53463524,2022-12-30,90518,Denied,Play recently or leader picture tonight.,POL62259131
CLM97859145,2020-07-13,19546,Pending,Politics police environmental tend.,POL92817192
CLM59172146,2022-06-14,81738,Denied,Ask your opportunity plan billion language.,POL60646707
CLM15295337,2021-07-03,75311,Pending,Wife opportunity learn.,POL19469435
CLM05039754,2024-12-09,70062,Denied,Stage full argue along change must authority.,POL67127779
CLM24193432,2022-12-06,27854,Pending,Arm card power great American positive.,POL11950441
CLM46388399,2021-02-01,64730,Denied,Including food off democratic argue after series.,POL19229138
CLM77669490,2022-06-19,10161,Denied,Everything least really stay.,POL62323938
CLM09082124,2022-05-10,24524,Approved,Southern writer animal recent page explain follow.,POL63887915
CLM15220631,2020-03-28,37954,Approved,Population perhaps their top.,POL29750466
CLM90940427,2021-02-11,98686,Approved,Near stuff sense despite level difference morning.,POL11983298
CLM05957053,2023-09-24,67928,Approved,Allow second system hand.,POL51145761
CLM23425346,2023-07-24,49987,Approved,Way own indicate whose customer message.,POL42215039
CLM58948945,2023-10-17,17315,Approved,Whose daughter save box.,POL09280039
CLM51727066,2021-05-17,38322,Pending,Level arm miss military.,POL30600963
CLM05173995,2022-08-08,94833,Pending,Establish garden girl above.,POL31252194
CLM87768146,2020-12-22,5508,Denied,Serve education there difference heart industry name.,POL61653642
CLM00580049,2020-12-07,40958,Approved,Way my get condition.,POL46846423
CLM53188185,2021-06-25,23974,Approved,Course general with provide.,POL75540698
CLM25974802,2024-07-29,47879,Denied,Prove bad test dream.,POL46846423
CLM91822964,2021-04-14,64704,Approved,Star would door along hold.,POL76939080
CLM00841630,2022-05-30,15986,Pending,Free pay fine full.,POL87603432
CLM81635484,2020-07-06,47109,Approved,Forward more too.,POL16627282
CLM91451782,2022-11-23,5646,Denied,Stuff which level name.,POL33693707
CLM42607588,2023-02-16,87401,Denied,World either us record debate everything.,POL22162508
CLM58256169,2022-10-28,66713,Denied,Condition place teach save current future skin.,POL08589309
CLM19024341,2022-08-14,51330,Pending,They several have view.,POL89009482
CLM38301301,2022-03-03,12920,Pending,Answer color want.,POL71220410
CLM75605677,2023-09-16,85319,Pending,Class meet send others place.,POL25712135
CLM92965730,2024-08-18,32958,Approved,Strong among financial table anything.,POL97128772
CLM75701028,2020-08-31,19736,Denied,Than along those rest dog.,POL93726857
CLM05085559,2023-03-01,11186,Pending,Quite soon or for prevent new.,POL47193771
CLM24074984,2021-06-01,32251,Pending,Someone where remain again various might see wife.,POL93108727
CLM92871222,2022-03-02,80981,Approved,Purpose though friend population notice.,POL92024159
CLM15745903,2021-11-12,57389,Pending,Film choose second return because together.,POL27502535
CLM63325097,2021-06-04,15613,Denied,Into least simple.,POL69765567
CLM01094201,2023-11-08,84801,Approved,Voice medical travel of quickly notice land born.,POL91891378
CLM27550048,2022-06-12,72769,Denied,Peace out call western machine risk painting.,POL39644432
CLM97585363,2024-08-05,3242,Denied,Out across final include.,POL40092390
CLM08308538,2024-02-24,90579,Denied,Collection age wall always any child.,POL01655235
CLM91168685,2023-05-24,39749,Pending,Site poor mother.,POL43123760
CLM20895690,2022-02-10,89606,Denied,As national treatment teach chance leave project.,POL18418327
CLM32964413,2022-09-20,83630,Denied,President rich modern beyond.,POL54898212
CLM22193188,2023-08-23,53496,Approved,Tend tend allow account.,POL05346693
CLM66299877,2019-12-28,27904,Denied,Many enjoy remember plant from agent relate.,POL56373098
CLM34272595,2020-10-21,28942,Denied,New director world.,POL03884605
CLM27471350,2023-11-10,36896,Approved,Else weight book production somebody customer.,POL04398649
CLM14831042,2019-12-26,6129,Pending,Item energy weight successful somebody learn face teach.,POL55024911
CLM87460738,2022-10-05,12950,Pending,Beat admit be green game.,POL07367741
CLM28396175,2020-02-06,90482,Approved,Value all little loss.,POL68885255
CLM74992629,2020-01-13,34962,Approved,Ask collection citizen offer design consider.,POL54335250
CLM17133440,2022-05-17,14249,Denied,Remember range paper.,POL42122048
CLM57409867,2020-12-16,26236,Denied,Training artist occur third artist upon down.,POL04548210
CLM68920697,2023-06-28,64768,Pending,Practice set happy person agency kitchen social.,POL17484037
CLM48583940,2024-05-14,55936,Pending,Any research study notice the hair.,POL61725675
CLM80293590,2022-07-31,73180,Pending,How art people inside.,POL15506424
CLM26873945,2021-08-02,90472,Denied,Investment one next baby hope class.,POL66910170
CLM77631698,2023-12-22,97281,Approved,Increase environmental road hair gas him rule store.,POL13957620
CLM92037180,2023-01-16,79046,Approved,Special year follow there.,POL53613913
CLM71062879,2022-09-01,27988,Denied,Local student traditional glass.,POL98434828
CLM48476009,2020-03-15,96599,Pending,Voice low everybody always agree.,POL60345020
CLM56344302,2021-04-01,92904,Approved,Note memory collection significant themselves out what.,POL22122728
CLM11570334,2024-11-05,21864,Denied,Cut discuss early show attention relationship police.,POL82003427
CLM36171914,2023-06-08,8287,Pending,Fund sort relationship Mrs.,POL37924331
CLM91449055,2021-04-04,40608,Approved,Place usually consider rock foreign voice.,POL67789029
CLM43418880,2022-09-04,64743,Pending,Drive read per sell.,POL39266909
CLM44635713,2020-01-24,88590,Approved,Hope than major street discover choice.,POL24070236
CLM36320383,2023-09-11,45718,Denied,Everyone perhaps agency.,POL25899154
CLM35097002,2023-07-07,5910,Approved,Garden health condition mouth candidate institution bed.,POL35733918
CLM11303253,2024-04-20,41820,Denied,Tax wide poor owner hotel mind program wall.,POL66055000
CLM04813827,2023-01-08,70550,Pending,Should stock still describe.,POL91221786
CLM47781210,2021-07-24,84404,Denied,Where ten family machine onto rather here.,POL60959014
CLM92192080,2024-04-03,80570,Denied,Simple film seek goal only.,POL65612264
CLM60735915,2020-05-25,56202,Pending,Action collection certain audience upon key.,POL95614962
CLM19053839,2024-02-25,96860,Pending,Teach fund his decision.,POL07269775
CLM39535809,2021-03-21,38103,Pending,Rule outside that case wife defense.,POL49905886
CLM31271165,2020-02-12,23306,Denied,Response him matter station number old child.,POL54824622
CLM69821626,2020-09-06,34400,Denied,Discussion forget leave help according see.,POL60496337
CLM91715431,2021-08-10,96648,Pending,Order difference state charge watch boy least.,POL37519472
CLM98974767,2022-03-15,95626,Denied,Enter of quickly too.,POL17440652
CLM22512956,2022-12-04,4501,Denied,Attention he almost final real blood.,POL89939976
CLM88951458,2022-11-17,46109,Pending,Ago fear develop central crime.,POL19911528
CLM27717903,2021-10-28,67401,Pending,Concern employee father five recognize.,POL23594874
CLM06687146,2020-09-18,94108,Denied,Huge reduce knowledge plant budget chair.,POL15886204
CLM46387105,2024-05-25,39534,Pending,Bag form guess.,POL03258103
CLM21762821,2024-06-04,10766,Approved,Information science short safe.,POL06413142
CLM75134797,2020-07-10,81098,Denied,Series successful back part myself at final.,POL83094866
CLM87125997,2020-12-01,96532,Approved,Computer sort spring present billion act against conference.,POL90115447
CLM93116590,2022-05-03,95768,Approved,Idea finally over impact.,POL84700280
CLM54784599,2024-04-30,27605,Approved,Treatment whom plant face experience right.,POL65820287
CLM80275967,2022-04-28,67708,Approved,Hand major would table.,POL29470118
CLM88694627,2020-02-23,29020,Denied,Affect develop just.,POL28786930
CLM85773756,2024-01-13,85087,Approved,Parent woman perhaps tax particularly party try read.,POL68905887
CLM38673732,2024-08-08,67594,Pending,Information drop husband language conference raise perform.,POL76172999
CLM68662294,2023-03-12,26859,Pending,Behavior effort family community morning.,POL43799582
CLM91896800,2020-02-25,95448,Denied,Very cause radio find push PM role.,POL45374585
CLM10156695,2022-08-28,46908,Approved,Provide will member reflect class mean.,POL47676177
CLM75982371,2022-04-11,92512,Approved,Dog full certainly small me.,POL58597674
CLM99311581,2023-12-30,87519,Pending,Newspaper color prepare job character focus.,POL33662070
CLM26626961,2023-08-26,20946,Pending,Before available may listen able.,POL87257642
CLM54160445,2020-08-03,39328,Pending,Full before experience find alone six reach.,POL71025279
CLM17180641,2022-06-10,25176,Pending,Set each create science science final artist.,POL36840871
CLM64911891,2023-04-08,11767,Approved,City clearly marriage house media whatever.,POL16834109
CLM07561042,2020-02-24,66768,Approved,News actually think possible against these goal.,POL08716825
CLM27205719,2023-11-23,44525,Pending,Million well low human.,POL68220534
CLM46227615,2020-12-16,3371,Approved,Same because risk light wait agency born.,POL58924354
CLM83845877,2020-09-18,36010,Pending,Simply society art state scene consumer follow.,POL64331852
CLM47412232,2021-08-06,67016,Approved,Democratic walk movie fish parent those car.,POL17047233
CLM91674518,2020-04-14,34492,Approved,Travel water customer walk light fire west.,POL98638552
CLM62190698,2020-08-22,92837,Approved,Exactly suggest check worker similar.,POL16711858
CLM50647136,2023-02-18,44360,Approved,Our trial summer section purpose while.,POL12388538
CLM77471517,2022-10-29,53011,Denied,Despite least save.,POL16834109
CLM43353375,2024-09-28,37124,Approved,East skin miss sell.,POL34029193
CLM49248269,2021-09-07,94925,Pending,Throw help bit tax.,POL56794770
CLM34528057,2020-12-11,24772,Denied,For me lay Democrat.,POL87573741
CLM72193705,2021-06-06,97323,Approved,Difference need remember among kind.,POL45303866
CLM20719165,2020-12-12,17243,Pending,Really head remember night.,POL42869985
CLM41325076,2023-11-14,18023,Approved,Clear certainly lawyer argue they especially.,POL46194153
CLM28554870,2021-04-04,53098,Approved,Interview company sea news organization method argue.,POL07905542
CLM69489275,2021-07-10,45677,Pending,Morning magazine buy.,POL81100703
CLM08882952,2021-08-29,1895,Approved,Health individual state hair generation myself.,POL38734487
CLM01544594,2022-03-15,30283,Pending,Third glass leave large.,POL48959866
CLM60978003,2022-08-28,1817,Approved,Unit Republican get campaign step beautiful first.,POL27274188
CLM04520684,2024-11-26,55456,Pending,Her majority majority often.,POL83922217
CLM90003811,2023-05-08,64850,Pending,Success thing sell billion case.,POL96268176
CLM46520520,2021-06-17,90892,Approved,Next themselves course suffer specific wrong instead.,POL06923773
CLM31608320,2023-02-16,64352,Approved,Prove method network every.,POL82703619
CLM52058665,2023-10-26,97295,Denied,Stuff quickly girl.,POL03499905
CLM35615460,2024-10-13,93411,Denied,Watch fine I subject would seek.,POL93878741
CLM46810955,2023-08-15,85257,Pending,Since or personal reveal particular these fall safe.,POL18911060
CLM36273699,2022-04-30,82789,Pending,Matter especially again with trip consider successful.,POL89729174
CLM29856585,2024-10-13,3967,Approved,Not option gas maintain.,POL83125745
CLM87418744,2021-03-22,46274,Approved,Professional soldier star program cup force page.,POL88392723
CLM49574877,2021-03-10,10284,Denied,Vote democratic those none community economic.,POL77110214
CLM98557456,2021-08-28,7092,Approved,This interesting author bit include situation morning.,POL10755071
CLM82631629,2021-06-02,11715,Pending,Lot treat land today possible employee.,POL82251135
CLM30732078,2021-11-27,32316,Pending,Yard also step military why itself box.,POL64494784
CLM31994868,2021-06-01,9351,Pending,Professional current smile identify worker direction.,POL41657581
CLM33928620,2020-08-28,90029,Denied,Nature civil mind system subject customer able.,POL83060919
CLM50768600,2020-12-09,44675,Denied,Sound include prove performance study.,POL05710643
CLM75186395,2023-09-26,62674,Denied,Special own each true western next effort.,POL40242558
CLM20985164,2023-03-11,49600,Pending,Manager way newspaper rest occur.,POL86586795
CLM47706941,2024-05-28,38515,Denied,Method organization nature start.,POL64301411
CLM49865235,2021-07-10,9222,Pending,Subject issue drive remain together.,POL45795232
CLM70437626,2021-09-13,30392,Approved,Us create professional week defense later spend.,POL47409156
CLM28149679,2022-09-19,62661,Denied,National this like significant church across couple.,POL64671018
CLM27544825,2024-12-15,51401,Pending,Trial television interview mission off get president.,POL13777499
CLM51030984,2024-04-16,98398,Pending,Deal thousand leg current wait structure.,POL30790566
CLM21343937,2024-02-13,93320,Pending,Brother hope glass describe fear his.,POL86234151
CLM70301137,2022-04-11,76499,Approved,Civil suggest woman send to each father.,POL68805263
CLM14808761,2021-02-16,36359,Pending,Senior husband country late customer.,POL92654706
CLM84340786,2024-05-24,76392,Approved,Likely later later among.,POL20614853
CLM51297130,2021-12-05,88699,Pending,Write century information call trip success else.,POL00517693
